Candidate_ID,Role_Applied,Department,Source,Application_Date,Screening_Date,Interview_Date,Offer_Date,Hire_Date,Final_Status,Missing_Offer_Flag,Time_to_Hire,Stage_Drop
C00223,Marketing Specialist,Product,Referral,24-09-2024,04-10-2024,07-10-2024,15-10-2024,27-10-2024,Hired,FALSE,33,
C00224,Data Scientist,Marketing,Company Website,22-12-2024,,,,,Rejected,FALSE,-1,After_Application
C00225,Marketing Specialist,Tech,Referral,07-06-2025,11-06-2025,,,,Hired,FALSE,-1,
C00226,Product Manager,Sales,Naukri,14-07-2024,15-07-2024,24-07-2024,30-07-2024,12-08-2024,Hired,FALSE,29,
C00227,HR Manager,Product,Naukri,25-03-2025,02-04-2025,03-04-2025,09-04-2025,,Rejected,FALSE,-1,After_Offer
C00228,Marketing Specialist,Marketing,AngelList,13-04-2024,22-04-2024,27-04-2024,02-05-2024,,Dropped,FALSE,-1,After_Offer
C00229,Marketing Specialist,Sales,Company Website,28-10-2024,07-11-2024,,,,Hired,FALSE,-1,
C00230,Product Manager,Marketing,AngelList,12-09-2024,18-09-2024,03-10-2024,12-10-2024,,Dropped,FALSE,-1,After_Offer
C00231,HR Manager,Product,Naukri,07-02-2025,11-02-2025,17-02-2025,23-02-2025,,Rejected,FALSE,-1,After_Offer
C00232,Sales Executive,Tech,Naukri,23-04-2025,01-05-2025,02-05-2025,05-05-2025,,Rejected,FALSE,-1,After_Offer
C00233,HR Manager,Product,Referral,21-11-2024,25-11-2024,,,,Dropped,FALSE,-1,After_Screening
C00234,Software Engineer,Tech,Company Website,21-06-2024,25-06-2024,,,,Hired,FALSE,-1,
C00235,Data Scientist,HR,Referral,10-09-2023,20-09-2023,22-09-2023,29-09-2023,,Dropped,FALSE,-1,After_Offer
C00236,Data Scientist,Sales,Referral,09-09-2023,11-09-2023,19-09-2023,29-09-2023,,Rejected,FALSE,-1,After_Offer
C00237,Software Engineer,HR,AngelList,10-10-2023,17-10-2023,,,,Rejected,FALSE,-1,After_Screening
C00238,Product Manager,Tech,Referral,30-06-2025,,,,,Hired,FALSE,-1,
C00239,Software Engineer,Marketing,LinkedIn,12-02-2025,15-02-2025,,,,Rejected,FALSE,-1,After_Screening
C00240,Sales Executive,Tech,LinkedIn,04-11-2023,14-11-2023,,,,Dropped,FALSE,-1,After_Screening
C00241,Sales Executive,Tech,Referral,14-03-2025,17-03-2025,24-03-2025,03-04-2025,,Dropped,FALSE,-1,After_Offer
C00242,Data Scientist,Marketing,Company Website,19-10-2023,24-10-2023,28-10-2023,05-11-2023,,Dropped,FALSE,-1,After_Offer
C00243,Sales Executive,HR,Referral,07-11-2023,10-11-2023,17-11-2023,27-11-2023,,Dropped,FALSE,-1,After_Offer
C00244,Data Scientist,Sales,Naukri,21-12-2024,24-12-2024,02-01-2025,,,Hired,FALSE,-1,
C00245,Software Engineer,Tech,Naukri,22-12-2024,28-12-2024,07-01-2025,11-01-2025,,Dropped,FALSE,-1,After_Offer
C00246,Software Engineer,Tech,Company Website,20-08-2023,23-08-2023,,,,Hired,FALSE,-1,
C00247,Marketing Specialist,Sales,AngelList,04-11-2023,13-11-2023,27-11-2023,,,Rejected,FALSE,-1,After_Interview
C00248,Marketing Specialist,Tech,LinkedIn,14-06-2024,,,,,Rejected,FALSE,-1,After_Application
C00249,Software Engineer,Sales,LinkedIn,13-05-2025,23-05-2025,07-06-2025,16-06-2025,20-06-2025,Hired,FALSE,38,
C00250,Data Scientist,Sales,AngelList,21-09-2024,,,,,Hired,FALSE,-1,
C00251,Software Engineer,Sales,Referral,31-05-2025,10-06-2025,11-06-2025,18-06-2025,,Rejected,FALSE,-1,After_Offer
C00252,Software Engineer,Marketing,Company Website,15-12-2024,21-12-2024,02-01-2025,06-01-2025,,Rejected,FALSE,-1,After_Offer
C00253,Product Manager,HR,Referral,10-01-2025,18-01-2025,25-01-2025,04-02-2025,,Dropped,FALSE,-1,After_Offer
C00254,Software Engineer,HR,AngelList,15-08-2023,,,,,Hired,FALSE,-1,
C00255,Sales Executive,Product,Company Website,13-10-2023,21-10-2023,05-11-2023,10-11-2023,,Rejected,FALSE,-1,After_Offer
C00256,Data Scientist,Marketing,LinkedIn,04-05-2025,13-05-2025,17-05-2025,,,Hired,FALSE,-1,
C00257,Product Manager,Product,LinkedIn,19-01-2024,20-01-2024,22-01-2024,29-01-2024,,Rejected,FALSE,-1,After_Offer
C00258,Marketing Specialist,HR,Referral,11-01-2024,17-01-2024,19-01-2024,,,Hired,FALSE,-1,
C00259,HR Manager,HR,Naukri,31-08-2023,05-09-2023,14-09-2023,20-09-2023,10-10-2023,Hired,FALSE,40,
C00260,Data Scientist,HR,AngelList,04-07-2025,11-07-2025,18-07-2025,27-07-2025,,Rejected,FALSE,-1,After_Offer
C00261,Sales Executive,Tech,AngelList,07-03-2024,13-03-2024,21-03-2024,,,Dropped,FALSE,-1,After_Interview
C00262,Data Scientist,Product,Referral,29-10-2023,04-11-2023,11-11-2023,13-11-2023,,Dropped,FALSE,-1,After_Offer
C00263,Marketing Specialist,Marketing,AngelList,17-01-2025,25-01-2025,28-01-2025,,,Dropped,FALSE,-1,After_Interview
C00264,Sales Executive,Product,LinkedIn,22-09-2023,28-09-2023,08-10-2023,09-10-2023,,Rejected,FALSE,-1,After_Offer
C00265,Sales Executive,HR,Referral,27-05-2024,28-05-2024,11-06-2024,,,Rejected,FALSE,-1,After_Interview
C00266,HR Manager,Marketing,LinkedIn,29-01-2024,05-02-2024,,,,Dropped,FALSE,-1,After_Screening
C00267,Data Scientist,Product,Company Website,27-11-2024,03-12-2024,,,,Rejected,FALSE,-1,After_Screening
C00268,HR Manager,HR,Company Website,28-11-2024,,,,,Rejected,FALSE,-1,After_Application
C00269,HR Manager,HR,Naukri,10-05-2025,17-05-2025,26-05-2025,,,Dropped,FALSE,-1,After_Interview
C00270,Data Scientist,Marketing,AngelList,22-06-2024,23-06-2024,07-07-2024,,,Rejected,FALSE,-1,After_Interview
C00271,Software Engineer,Sales,Company Website,13-07-2024,14-07-2024,25-07-2024,03-08-2024,,Rejected,FALSE,-1,After_Offer
C00272,Software Engineer,Marketing,AngelList,12-12-2024,13-12-2024,22-12-2024,26-12-2024,15-01-2025,Hired,FALSE,34,
C00273,Marketing Specialist,Sales,LinkedIn,01-12-2023,02-12-2023,13-12-2023,,,Hired,FALSE,-1,
C00274,HR Manager,Tech,Referral,12-04-2024,17-04-2024,23-04-2024,30-04-2024,,Dropped,FALSE,-1,After_Offer
C00275,Product Manager,Marketing,Company Website,05-07-2024,14-07-2024,,,,Hired,FALSE,-1,
C00276,HR Manager,Sales,Referral,05-04-2025,07-04-2025,19-04-2025,29-04-2025,11-05-2025,Hired,FALSE,36,
C00277,HR Manager,Product,Company Website,04-12-2023,09-12-2023,13-12-2023,20-12-2023,,Rejected,FALSE,-1,After_Offer
C00278,HR Manager,HR,AngelList,03-12-2024,08-12-2024,,,,Hired,FALSE,-1,
C00279,Marketing Specialist,Tech,Company Website,06-09-2023,15-09-2023,,,,Rejected,FALSE,-1,After_Screening
C00280,Software Engineer,Marketing,Company Website,07-04-2024,09-04-2024,14-04-2024,24-04-2024,03-05-2024,Hired,FALSE,26,
C00281,Marketing Specialist,Sales,LinkedIn,02-11-2023,09-11-2023,22-11-2023,,,Dropped,FALSE,-1,After_Interview
C00282,Marketing Specialist,Product,Naukri,15-06-2025,23-06-2025,08-07-2025,09-07-2025,,Rejected,FALSE,-1,After_Offer
C00283,Marketing Specialist,Sales,LinkedIn,26-03-2024,31-03-2024,,,,Hired,FALSE,-1,
C00284,Software Engineer,Marketing,Referral,05-03-2025,09-03-2025,13-03-2025,20-03-2025,,Rejected,FALSE,-1,After_Offer
C00285,Software Engineer,Sales,AngelList,26-01-2024,04-02-2024,16-02-2024,20-02-2024,,Dropped,FALSE,-1,After_Offer
C00286,HR Manager,Marketing,AngelList,08-08-2024,15-08-2024,29-08-2024,07-09-2024,,Dropped,FALSE,-1,After_Offer
C00287,Marketing Specialist,Sales,Company Website,18-09-2024,26-09-2024,30-09-2024,05-10-2024,,Rejected,FALSE,-1,After_Offer
C00288,Product Manager,HR,AngelList,31-10-2024,04-11-2024,08-11-2024,,,Dropped,FALSE,-1,After_Interview
C00289,Software Engineer,Marketing,Naukri,02-01-2024,07-01-2024,11-01-2024,21-01-2024,,Dropped,FALSE,-1,After_Offer
C00290,Data Scientist,Marketing,Naukri,25-04-2025,27-04-2025,,,,Hired,FALSE,-1,
C00291,Data Scientist,Tech,Company Website,01-02-2024,,,,,Dropped,FALSE,-1,After_Application
C00292,Data Scientist,HR,Company Website,19-05-2025,27-05-2025,09-06-2025,10-06-2025,26-06-2025,Hired,FALSE,38,
C00293,Sales Executive,Marketing,Referral,23-09-2023,29-09-2023,14-10-2023,19-10-2023,,Rejected,FALSE,-1,After_Offer
C00294,HR Manager,Product,Company Website,30-09-2024,09-10-2024,13-10-2024,16-10-2024,,Dropped,FALSE,-1,After_Offer
C00295,Data Scientist,Sales,LinkedIn,20-01-2025,,,,,Rejected,FALSE,-1,After_Application
C00296,HR Manager,Product,LinkedIn,24-06-2025,02-07-2025,03-07-2025,10-07-2025,,Dropped,FALSE,-1,After_Offer
C00297,Data Scientist,Sales,LinkedIn,22-04-2025,25-04-2025,27-04-2025,05-05-2025,16-05-2025,Hired,FALSE,24,
C00298,Product Manager,Sales,Naukri,08-09-2024,09-09-2024,16-09-2024,22-09-2024,,Dropped,FALSE,-1,After_Offer
C00299,HR Manager,Tech,AngelList,13-04-2024,18-04-2024,,,,Rejected,FALSE,-1,After_Screening
C00300,Data Scientist,Marketing,Referral,12-02-2025,17-02-2025,27-02-2025,,,Dropped,FALSE,-1,After_Interview
C00301,Software Engineer,Sales,Company Website,02-09-2024,06-09-2024,19-09-2024,26-09-2024,05-10-2024,Hired,FALSE,33,
C00302,HR Manager,Tech,Referral,29-03-2024,08-04-2024,,,,Rejected,FALSE,-1,After_Screening
C00303,Sales Executive,Product,Naukri,21-06-2024,25-06-2024,07-07-2024,,,Hired,FALSE,-1,
C00304,Software Engineer,Tech,Company Website,31-08-2023,07-09-2023,11-09-2023,,,Dropped,FALSE,-1,After_Interview
C00305,Software Engineer,Product,Company Website,02-05-2025,05-05-2025,06-05-2025,,,Dropped,FALSE,-1,After_Interview
C00306,Marketing Specialist,Marketing,Naukri,30-01-2025,08-02-2025,14-02-2025,19-02-2025,28-02-2025,Hired,FALSE,29,
C00307,Sales Executive,Sales,AngelList,06-10-2023,16-10-2023,,,,Rejected,FALSE,-1,After_Screening
C00308,Software Engineer,HR,Company Website,29-12-2023,,,,,Hired,FALSE,-1,
C00309,Software Engineer,Product,AngelList,21-10-2024,25-10-2024,02-11-2024,04-11-2024,,Rejected,FALSE,-1,After_Offer
C00310,Data Scientist,Sales,Naukri,29-11-2023,05-12-2023,11-12-2023,16-12-2023,,Rejected,FALSE,-1,After_Offer
C00311,Data Scientist,HR,Referral,07-09-2023,14-09-2023,,,,Rejected,FALSE,-1,After_Screening
C00312,HR Manager,HR,Company Website,10-02-2025,20-02-2025,,,,Hired,FALSE,-1,
C00313,HR Manager,Product,AngelList,27-04-2025,06-05-2025,,,,Rejected,FALSE,-1,After_Screening
C00314,HR Manager,Sales,Company Website,09-02-2025,15-02-2025,24-02-2025,04-03-2025,07-03-2025,Hired,FALSE,26,
C00315,Data Scientist,HR,AngelList,25-09-2024,30-09-2024,03-10-2024,09-10-2024,23-10-2024,Hired,FALSE,28,
C00316,HR Manager,Tech,Company Website,13-06-2024,23-06-2024,08-07-2024,,,Hired,FALSE,-1,
C00317,Software Engineer,Tech,Company Website,30-08-2024,03-09-2024,14-09-2024,,,Dropped,FALSE,-1,After_Interview
C00318,Data Scientist,Sales,Company Website,13-11-2024,20-11-2024,28-11-2024,04-12-2024,,Dropped,FALSE,-1,After_Offer
C00319,HR Manager,Marketing,Referral,09-03-2025,18-03-2025,25-03-2025,,,Dropped,FALSE,-1,After_Interview
C00320,Software Engineer,Tech,Company Website,07-06-2025,10-06-2025,21-06-2025,,,Rejected,FALSE,-1,After_Interview
C00321,HR Manager,Product,AngelList,30-12-2024,01-01-2025,08-01-2025,,,Dropped,FALSE,-1,After_Interview
C00322,Product Manager,Sales,Referral,09-02-2024,,,,,Dropped,FALSE,-1,After_Application
C00323,HR Manager,HR,LinkedIn,10-01-2024,19-01-2024,,,,Dropped,FALSE,-1,After_Screening
C00324,Product Manager,Tech,AngelList,17-08-2024,26-08-2024,28-08-2024,,,Rejected,FALSE,-1,After_Interview
C00325,HR Manager,Sales,AngelList,19-06-2025,21-06-2025,06-07-2025,10-07-2025,18-07-2025,Hired,FALSE,29,
C00326,Marketing Specialist,Sales,LinkedIn,16-07-2023,24-07-2023,27-07-2023,30-07-2023,,Dropped,FALSE,-1,After_Offer
C00327,Marketing Specialist,Marketing,Referral,10-09-2024,,,,,Hired,FALSE,-1,
C00328,Sales Executive,HR,Company Website,14-05-2025,20-05-2025,28-05-2025,06-06-2025,15-06-2025,Hired,FALSE,32,
C00329,Marketing Specialist,HR,AngelList,11-10-2024,14-10-2024,29-10-2024,05-11-2024,25-11-2024,Hired,FALSE,45,
C00330,Marketing Specialist,HR,LinkedIn,30-08-2024,09-09-2024,20-09-2024,25-09-2024,07-10-2024,Hired,FALSE,38,
C00331,HR Manager,Product,Company Website,18-06-2024,22-06-2024,30-06-2024,07-07-2024,,Dropped,FALSE,-1,After_Offer
C00332,Data Scientist,Sales,Referral,08-02-2024,13-02-2024,,,,Rejected,FALSE,-1,After_Screening
C00333,Data Scientist,Product,AngelList,03-06-2024,06-06-2024,14-06-2024,22-06-2024,,Dropped,FALSE,-1,After_Offer
C00334,Product Manager,Product,Company Website,16-10-2023,24-10-2023,06-11-2023,11-11-2023,,Rejected,FALSE,-1,After_Offer
C00335,Data Scientist,Sales,Company Website,06-11-2024,07-11-2024,11-11-2024,20-11-2024,,Dropped,FALSE,-1,After_Offer
C00336,Software Engineer,HR,Naukri,06-07-2024,10-07-2024,,,,Dropped,FALSE,-1,After_Screening
C00337,Sales Executive,Sales,LinkedIn,21-02-2025,28-02-2025,04-03-2025,,,Hired,FALSE,-1,
C00338,Marketing Specialist,Marketing,Company Website,29-11-2023,03-12-2023,16-12-2023,21-12-2023,,Rejected,FALSE,-1,After_Offer
C00339,Sales Executive,Sales,Referral,23-07-2024,01-08-2024,08-08-2024,,,Dropped,FALSE,-1,After_Interview
C00340,Software Engineer,Sales,Naukri,28-07-2023,,,,,Rejected,FALSE,-1,After_Application
C00341,Marketing Specialist,Tech,Company Website,16-09-2024,18-09-2024,28-09-2024,08-10-2024,,Rejected,FALSE,-1,After_Offer
C00342,Product Manager,Marketing,Company Website,16-02-2025,22-02-2025,,,,Dropped,FALSE,-1,After_Screening
C00343,Software Engineer,Tech,Referral,09-04-2025,,,,,Rejected,FALSE,-1,After_Application
C00344,Software Engineer,HR,Naukri,26-02-2024,29-02-2024,05-03-2024,,,Dropped,FALSE,-1,After_Interview
C00345,Sales Executive,HR,Naukri,03-09-2024,04-09-2024,07-09-2024,,,Dropped,FALSE,-1,After_Interview
C00346,HR Manager,Marketing,LinkedIn,04-09-2024,11-09-2024,24-09-2024,30-09-2024,15-10-2024,Hired,FALSE,41,
C00347,Sales Executive,Product,Company Website,31-07-2024,01-08-2024,11-08-2024,18-08-2024,20-08-2024,Hired,FALSE,20,
C00348,Sales Executive,Sales,LinkedIn,06-03-2024,13-03-2024,,,,Rejected,FALSE,-1,After_Screening
C00349,Data Scientist,Tech,Naukri,29-05-2024,02-06-2024,07-06-2024,08-06-2024,12-06-2024,Hired,FALSE,14,
C00350,Software Engineer,Marketing,LinkedIn,05-10-2023,09-10-2023,17-10-2023,,,Rejected,FALSE,-1,After_Interview
C00351,Sales Executive,Tech,Referral,25-08-2024,29-08-2024,11-09-2024,,,Dropped,FALSE,-1,After_Interview
C00352,Software Engineer,Sales,AngelList,07-04-2024,11-04-2024,22-04-2024,28-04-2024,04-05-2024,Hired,FALSE,27,
C00353,Data Scientist,Product,Referral,14-12-2024,15-12-2024,24-12-2024,29-12-2024,,Dropped,FALSE,-1,After_Offer
C00354,Software Engineer,Tech,Naukri,20-11-2024,25-11-2024,,,,Hired,FALSE,-1,
C00355,Sales Executive,Marketing,Referral,13-12-2024,17-12-2024,21-12-2024,27-12-2024,28-12-2024,Hired,FALSE,15,
C00356,Software Engineer,Sales,Naukri,03-05-2025,08-05-2025,15-05-2025,16-05-2025,18-05-2025,Hired,FALSE,15,
C00357,Marketing Specialist,Sales,Referral,05-02-2024,13-02-2024,16-02-2024,18-02-2024,,Dropped,FALSE,-1,After_Offer
C00358,Data Scientist,Product,Company Website,17-07-2024,25-07-2024,,,,Rejected,FALSE,-1,After_Screening
C00359,HR Manager,Marketing,Company Website,03-05-2024,04-05-2024,,,,Hired,FALSE,-1,
C00360,Software Engineer,Sales,Referral,02-11-2023,11-11-2023,14-11-2023,20-11-2023,,Dropped,FALSE,-1,After_Offer
C00361,Sales Executive,Tech,LinkedIn,03-02-2024,09-02-2024,17-02-2024,18-02-2024,,Rejected,FALSE,-1,After_Offer
C00362,Data Scientist,HR,Naukri,12-09-2024,18-09-2024,23-09-2024,01-10-2024,,Rejected,FALSE,-1,After_Offer
C00363,Sales Executive,Marketing,Company Website,13-10-2023,22-10-2023,03-11-2023,13-11-2023,19-11-2023,Hired,FALSE,37,
C00364,Sales Executive,Tech,Naukri,22-07-2024,28-07-2024,02-08-2024,12-08-2024,,Dropped,FALSE,-1,After_Offer
C00365,Software Engineer,Product,Company Website,17-04-2024,26-04-2024,,,,Dropped,FALSE,-1,After_Screening
C00366,Sales Executive,Product,AngelList,15-10-2024,23-10-2024,28-10-2024,05-11-2024,,Rejected,FALSE,-1,After_Offer
C00367,Software Engineer,Sales,Referral,03-07-2025,,,,,Dropped,FALSE,-1,After_Application
C00368,HR Manager,Product,Company Website,25-04-2024,02-05-2024,17-05-2024,,,Rejected,FALSE,-1,After_Interview
C00369,Marketing Specialist,HR,Referral,31-12-2023,10-01-2024,22-01-2024,,,Rejected,FALSE,-1,After_Interview
C00370,Sales Executive,Tech,AngelList,07-04-2024,14-04-2024,,,,Rejected,FALSE,-1,After_Screening
C00371,Sales Executive,Marketing,Naukri,17-06-2025,26-06-2025,,,,Hired,FALSE,-1,
C00372,Sales Executive,Sales,Referral,03-01-2024,10-01-2024,12-01-2024,,,Dropped,FALSE,-1,After_Interview
C00373,Product Manager,Marketing,Company Website,19-08-2024,20-08-2024,23-08-2024,,,Hired,FALSE,-1,
C00374,Product Manager,Tech,AngelList,12-02-2025,,,,,Rejected,FALSE,-1,After_Application
C00375,Data Scientist,HR,Company Website,26-05-2024,30-05-2024,,,,Dropped,FALSE,-1,After_Screening
C00376,Marketing Specialist,Tech,AngelList,01-04-2025,08-04-2025,17-04-2025,27-04-2025,,Dropped,FALSE,-1,After_Offer
C00377,Marketing Specialist,Tech,AngelList,16-12-2023,22-12-2023,03-01-2024,,,Rejected,FALSE,-1,After_Interview
C00378,Product Manager,Sales,Company Website,06-04-2024,10-04-2024,25-04-2024,27-04-2024,,Dropped,FALSE,-1,After_Offer
C00379,Data Scientist,Marketing,Referral,30-07-2023,31-07-2023,12-08-2023,19-08-2023,,Rejected,FALSE,-1,After_Offer
C00380,Product Manager,Tech,Naukri,27-12-2023,28-12-2023,02-01-2024,04-01-2024,,Rejected,FALSE,-1,After_Offer
C00381,HR Manager,Tech,Naukri,26-05-2025,28-05-2025,06-06-2025,,,Rejected,FALSE,-1,After_Interview
C00382,Data Scientist,HR,AngelList,30-08-2024,08-09-2024,12-09-2024,16-09-2024,,Rejected,FALSE,-1,After_Offer
C00383,Marketing Specialist,Product,Company Website,27-04-2025,30-04-2025,09-05-2025,11-05-2025,,Dropped,FALSE,-1,After_Offer
C00384,Marketing Specialist,HR,AngelList,04-08-2023,14-08-2023,22-08-2023,29-08-2023,02-09-2023,Hired,FALSE,29,
C00385,Product Manager,Marketing,Naukri,27-05-2025,30-05-2025,08-06-2025,11-06-2025,,Dropped,FALSE,-1,After_Offer
C00386,HR Manager,Marketing,AngelList,15-12-2023,25-12-2023,31-12-2023,09-01-2024,20-01-2024,Hired,FALSE,36,
C00387,Product Manager,Sales,AngelList,25-03-2024,01-04-2024,08-04-2024,14-04-2024,,Dropped,FALSE,-1,After_Offer
C00388,Software Engineer,Product,Naukri,01-04-2024,11-04-2024,18-04-2024,23-04-2024,,Rejected,FALSE,-1,After_Offer
C00389,Software Engineer,Marketing,Referral,02-08-2023,10-08-2023,17-08-2023,,,Dropped,FALSE,-1,After_Interview
C00390,HR Manager,Product,AngelList,28-07-2023,,,,,Dropped,FALSE,-1,After_Application
C00391,Sales Executive,HR,Referral,23-11-2024,24-11-2024,09-12-2024,14-12-2024,,Dropped,FALSE,-1,After_Offer
C00392,Sales Executive,Marketing,AngelList,30-05-2024,03-06-2024,04-06-2024,09-06-2024,,Rejected,FALSE,-1,After_Offer
C00393,Software Engineer,Tech,Company Website,30-08-2023,08-09-2023,23-09-2023,25-09-2023,27-09-2023,Hired,FALSE,28,
C00394,Software Engineer,Marketing,AngelList,14-08-2023,17-08-2023,,,,Dropped,FALSE,-1,After_Screening
C00395,Sales Executive,Product,AngelList,24-07-2024,03-08-2024,08-08-2024,10-08-2024,,Rejected,FALSE,-1,After_Offer
C00396,Data Scientist,Marketing,LinkedIn,06-01-2025,16-01-2025,28-01-2025,,,Hired,FALSE,-1,
C00397,Sales Executive,Sales,Company Website,29-11-2023,07-12-2023,,,,Rejected,FALSE,-1,After_Screening
C00398,Product Manager,Tech,Company Website,27-10-2024,06-11-2024,08-11-2024,13-11-2024,15-11-2024,Hired,FALSE,19,
C00399,Data Scientist,Sales,Referral,14-06-2024,24-06-2024,07-07-2024,,,Rejected,FALSE,-1,After_Interview
C00400,Product Manager,HR,Referral,07-03-2024,13-03-2024,20-03-2024,22-03-2024,,Rejected,FALSE,-1,After_Offer
C00401,Software Engineer,Marketing,AngelList,17-01-2024,21-01-2024,04-02-2024,05-02-2024,,Rejected,FALSE,-1,After_Offer
C00402,Data Scientist,Marketing,Naukri,31-08-2024,07-09-2024,,,,Rejected,FALSE,-1,After_Screening
C00403,Product Manager,HR,AngelList,26-11-2024,02-12-2024,05-12-2024,09-12-2024,,Rejected,FALSE,-1,After_Offer
C00404,Product Manager,Sales,LinkedIn,21-09-2023,28-09-2023,11-10-2023,20-10-2023,,Dropped,FALSE,-1,After_Offer
C00405,Data Scientist,Tech,AngelList,20-12-2024,,,,,Dropped,FALSE,-1,After_Application
C00406,HR Manager,Sales,LinkedIn,31-01-2025,07-02-2025,,,,Hired,FALSE,-1,
C00407,Sales Executive,Product,AngelList,01-11-2023,09-11-2023,10-11-2023,15-11-2023,,Dropped,FALSE,-1,After_Offer
C00408,Marketing Specialist,Sales,Referral,11-05-2025,,,,,Rejected,FALSE,-1,After_Application
C00409,Product Manager,Tech,AngelList,24-07-2024,27-07-2024,04-08-2024,12-08-2024,,Rejected,FALSE,-1,After_Offer
C00410,Sales Executive,Marketing,Referral,29-06-2025,09-07-2025,,,,Dropped,FALSE,-1,After_Screening
C00411,Marketing Specialist,Sales,Naukri,29-12-2024,07-01-2025,09-01-2025,,,Hired,FALSE,-1,
C00412,Sales Executive,HR,Naukri,18-07-2023,,,,,Hired,FALSE,-1,
C00413,Software Engineer,Tech,Company Website,28-09-2024,05-10-2024,09-10-2024,19-10-2024,20-10-2024,Hired,FALSE,22,
C00414,Marketing Specialist,Marketing,AngelList,27-04-2025,30-04-2025,10-05-2025,18-05-2025,,Dropped,FALSE,-1,After_Offer
C00415,Sales Executive,Tech,Company Website,11-03-2024,19-03-2024,,,,Rejected,FALSE,-1,After_Screening
C00416,Product Manager,HR,AngelList,10-05-2024,14-05-2024,17-05-2024,19-05-2024,23-05-2024,Hired,FALSE,13,
C00417,Marketing Specialist,Product,Naukri,26-03-2024,30-03-2024,14-04-2024,,,Hired,FALSE,-1,
C00418,Software Engineer,Tech,LinkedIn,13-10-2023,18-10-2023,,,,Hired,FALSE,-1,
C00419,Data Scientist,Tech,Company Website,26-12-2023,28-12-2023,05-01-2024,,,Rejected,FALSE,-1,After_Interview
C00420,Product Manager,Sales,Company Website,19-11-2023,28-11-2023,07-12-2023,12-12-2023,,Rejected,FALSE,-1,After_Offer
C00421,Software Engineer,HR,Naukri,24-06-2025,04-07-2025,07-07-2025,08-07-2025,21-07-2025,Hired,FALSE,27,
C00422,Software Engineer,HR,Naukri,27-12-2024,05-01-2025,,,,Rejected,FALSE,-1,After_Screening
C00423,Marketing Specialist,Product,LinkedIn,12-09-2023,17-09-2023,29-09-2023,30-09-2023,15-10-2023,Hired,FALSE,33,
C00424,Sales Executive,HR,Company Website,22-07-2024,23-07-2024,,,,Dropped,FALSE,-1,After_Screening
C00425,Data Scientist,Tech,Naukri,07-12-2024,13-12-2024,14-12-2024,,,Hired,FALSE,-1,
C00426,Product Manager,Product,Naukri,20-11-2023,27-11-2023,04-12-2023,06-12-2023,,Dropped,FALSE,-1,After_Offer
C00427,Product Manager,HR,LinkedIn,12-01-2024,20-01-2024,29-01-2024,,,Rejected,FALSE,-1,After_Interview
C00428,Sales Executive,Product,LinkedIn,21-11-2023,29-11-2023,11-12-2023,,,Hired,FALSE,-1,
C00429,Data Scientist,HR,Referral,28-03-2024,06-04-2024,14-04-2024,17-04-2024,,Rejected,FALSE,-1,After_Offer
C00430,Marketing Specialist,HR,AngelList,27-05-2025,,,,,Hired,FALSE,-1,
C00431,Product Manager,Sales,Referral,10-03-2024,16-03-2024,20-03-2024,29-03-2024,,Dropped,FALSE,-1,After_Offer
C00432,Data Scientist,HR,LinkedIn,02-12-2023,03-12-2023,18-12-2023,19-12-2023,,Rejected,FALSE,-1,After_Offer
C00433,Marketing Specialist,Product,Naukri,23-12-2024,28-12-2024,03-01-2025,06-01-2025,,Rejected,FALSE,-1,After_Offer
C00434,Marketing Specialist,Tech,LinkedIn,28-12-2024,,,,,Hired,FALSE,-1,
C00435,Product Manager,Sales,Company Website,08-01-2024,18-01-2024,29-01-2024,,,Rejected,FALSE,-1,After_Interview
C00436,Sales Executive,HR,Naukri,17-09-2023,20-09-2023,25-09-2023,01-10-2023,,Dropped,FALSE,-1,After_Offer
C00437,HR Manager,HR,Referral,18-01-2025,21-01-2025,24-01-2025,28-01-2025,,Dropped,FALSE,-1,After_Offer
C00438,Product Manager,Product,Referral,16-12-2024,21-12-2024,05-01-2025,08-01-2025,22-01-2025,Hired,FALSE,37,
C00439,Software Engineer,Sales,Referral,18-10-2023,21-10-2023,31-10-2023,06-11-2023,09-11-2023,Hired,FALSE,22,
C00440,Software Engineer,HR,Naukri,,18-05-2024,,,,Rejected,FALSE,-1,After_Screening
C00441,Marketing Specialist,Tech,AngelList,23-07-2023,26-07-2023,08-08-2023,15-08-2023,,Dropped,FALSE,-1,After_Offer
C00442,HR Manager,Tech,AngelList,25-05-2025,30-05-2025,14-06-2025,19-06-2025,,Rejected,FALSE,-1,After_Offer
C00443,Product Manager,HR,AngelList,15-07-2024,19-07-2024,,,,Dropped,FALSE,-1,After_Screening
C00444,Software Engineer,Tech,LinkedIn,21-08-2023,31-08-2023,10-09-2023,14-09-2023,,Dropped,FALSE,-1,After_Offer
C00445,Software Engineer,Sales,LinkedIn,11-06-2024,15-06-2024,21-06-2024,,,Hired,FALSE,-1,
C00446,Product Manager,HR,Company Website,10-06-2025,13-06-2025,23-06-2025,29-06-2025,,Rejected,FALSE,-1,After_Offer
C00447,Data Scientist,Product,Naukri,12-11-2024,19-11-2024,22-11-2024,,,Dropped,FALSE,-1,After_Interview
C00448,Marketing Specialist,Sales,Company Website,06-05-2024,13-05-2024,14-05-2024,21-05-2024,29-05-2024,Hired,FALSE,23,
